id,answer
ef24f39f-aa85-4515-94ce-aee4403affc9,兩條母親河
4caa7e6a-9426-44fb-a0d9-7c55d12acb94,青海
87783305-0a8e-447c-9221-fdc42d58b5f0,山東省東營市墾利縣
9fe9ed18-f9df-426d-aaaf-8702b2823ef7,黃河中游
a73a4429-c284-4421-a9b1-461de2aaeacb,黃河泥沙量大
d08d2f0a-e8a2-4f5d-980c-5bad4a2b434b,大堤內成
773b548f-7cf7-4300-9a6b-1f09ab06ed80,黃河
eeabd36f-9e73-4e45-a304-341a4715ce4e,凌汛易於
3a7dc5f5-bdf3-438d-8d3f-ffbf529d6326,南宋
cecf444b-7b6f-4944-88f4-287f688e269f,日軍
e7b1ee07-dd6e-453a-ba1a-bd0d1fafa7d3,26次
222fff61-bbb6-4052-b044-7d85d7fd0c42,唐宋
ad6aa1bd-bafe-4407-ab5f-29a2eb3908b6,《河源志》一書
141af4ce-2aec-43dc-854b-448478d15a78,《望河源》
7da7203e-8f50-48a9-93ed-30bfb4bfd795,董在華
ab2793bc-c5cc-4360-b7d8-202d652bafe5,雅合拉達合澤山
7d1df868-80ae-4783-b201-03302b6d2937,1978年
2469cecb-ad84-4cf2-9fe5-4931676a0c48,1985年
18351b3c-880e-4eb3-a815-51680c378e9d,扎曲
b44e2ccd-8aac-4c18-9c59-1a67a2c2def4,星宿海西
08eff96b-e922-43af-bc73-b22dc34693a5,扎曲
921d3575-0a07-4573-81d7-bfcd8145a331,卡日曲
97b4dd2e-85d0-4668-b0ce-653ee53e4ec4,楊聯康經
05c1d085-4f0b-49ad-a099-861c72c17c79,河道
279b296b-081b-433e-97a8-5b3176721634,水多沙少
d6669f38-020c-4a64-b919-b75b2af58e20,上遊
58fb8e3b-5bcd-4cfd-82b5-5b3918bec7f5,108億立方米
ad115e74-e1d0-4f64-8bc9-ec2ba8e31f2a,四川岷山的支流白河
0c3fa6b7-a50e-4358-b980-a9450a58c03c,岩石性質
0eee6ff5-d251-40a3-b177-716d99d79adb,寧夏
dd338cf9-a523-404f-aaab-86a903026f90,沿河
392285ba-3a9e-47f7-a96b-67a379e25875,河套平原
7eb129a2-f400-4efb-b654-26cb157dc38f,銀川平原
41b9451d-98e6-44d6-b212-ce581dbb6db3,92%
ce842c25-f3b8-40ac-bfb9-4b562978803b,水力資源豐富
6f909a75-1d30-4d81-803c-0186432bc028,150
02f283e7-6f64-4d9c-a18d-3c6bc59c13dc,「橡膠樹
1d302593-3edc-497e-abbe-b9114b36d443,雜交的傾向
d29c6dea-9ffa-46ca-860d-17935d9ed0c5,不能防水
02d30eef-bd34-457b-8c63-402badee28a3,本綱
059c2698-7b22-4a06-a31a-1ad5d975224b,下頜
3aeae3f3-2a63-4625-9806-a19fbee9fbc2,無頜總綱
fa230ed2-5184-44ce-a4a3-63e50d42df64,與鰭甲型
8750b8e1-b15f-4a30-91ae-0f5a76a7e9f6,頭甲魚綱
70561c81-bb17-4e8e-9483-8474eb580348,壯語
7c8d5a90-fc06-4fa1-9a32-fe5c25cd2363,壯語
09c93296-a980-412a-9766-a561f3ff72c5,壯語
62076938-b49b-40b3-813c-5141495837cc,廣西
04fc76b7-cab4-4a73-b5d4-3b3ca827d726,標準壯語
ee09b30a-5ba6-49e7-9f9e-73296b708898,漢族政權
18a19b8e-d1ec-423a-a1c5-0ac81c8916e1,前112年
7cd45304-08c9-48f3-92e0-8c71d6310d63,5世紀
4bb5f7d2-67f1-4308-8975-36ac42df0d6c,總體上以壯語
a50af5fc-ea64-4bb0-af84-2ac112c978ee,漢字
26776d75-5e03-4c14-b2c9-869dfeb202d9,1949年
1c47fa8c-3ea3-401e-84e9-d6e8073dd0dd,拉丁字母的拼音文字
278f367a-d43f-4485-8e5b-6d420083019a,壯語北部
9b3bb21b-c79a-4d17-8fe1-8da959263b40,2500萬
ccd0c00f-e4a4-4870-a502-544a3c1e4ab0,2500萬
f72605e2-4ddb-47cf-8545-302fba23fbe7,孟買港
c57dd824-073a-42b4-9537-b1ec6b830eca,印度各地的移民
8f284cf0-396b-4ed2-9d52-64905510bdc4,小島
bbaf4a58-97db-4fdf-a717-24d0b9111ec8,島嶼
4d13abc0-4044-4fcf-b95a-17730f916419,希爾哈拉王朝
3348f4e1-e36e-42d7-9213-1c1bd81c2480,深水港
5f269b61-60c6-4298-857e-3398fbf3113b,蘇拉特
8091006c-5651-4daa-a34c-d65ec2ca6874,霍恩比填海工程
aade2f0c-f232-454e-ba3f-ace5064a1578,1853年
3d177a64-641f-40ae-8524-126453c319a7,蘇伊士運河
38bfa5d2-3867-4626-b644-365a16ed80cf,1906年
bbc7df41-b069-473e-9ab9-45d55beb009a,印度運動
be9a5e3c-0af7-49be-9d1b-de2347e4d6b1,印度獨立
d4dce092-3184-41d4-bcce-030da35c8278,馬拉地
5e757a4b-46d1-4573-a162-bbc723e5ff16,印度
bb2d254c-e164-4229-88bf-bf71586fd2cb,鋸齒狀
7ed9272b-5382-41dc-a127-53579486a17c,東海岸
f0eef571-adaa-4ec0-8865-459f5f5e91e9,兩個
7e7a543b-6c0e-4b3e-b1f8-5386f03d7dc8,季風給這座城市
3e4f9057-308a-40c4-a745-90e434816db3,季風給這座城市
98e42859-7829-44e9-9b4a-bff289065f7d,隨之而來
1dae2978-e67b-4cfb-965e-cd3c5a836081,缺少汽車停車位
af0efa9e-a0c2-47e2-89ab-c037b3ce6d47,海港線
718c771a-8e88-4655-93e9-cbd4b7a4d9d8,英國人在印度
733fcc55-7a00-4dd0-9b46-d187261e7d39,舒緩現有交通網
5c0038e5-fb5c-4607-bcc6-2199d1a5b8b8,黃色出租汽車
7ad9edd5-0484-4e49-ab4c-1e2eb1cbfec3,賈特拉帕蒂•希瓦吉國際機場
69933ab8-90a7-4a3c-9002-8412c37ba141,珠湖機場
61e5d4ab-9a3c-4f17-947a-a727de208684,印地語
65968b26-fc31-4ee2-b54a-ef68e1fef739,英語使用廣泛
a6460242-9294-4379-8339-50d2ff7f36a1,快速增長
f66e74d8-9247-4cd6-a45e-c4074a77cf81,孟買
40095bc7-8847-48a5-8a32-4882e4933ea2,1980年代
a05b51dd-655a-4aa1-bf98-5f789244e1e7,蛋白質組學
49fe9a48-328e-48d8-bd1b-2b8cc278f65e,性提示
d8394dcf-dd97-48bd-b19b-022aef195260,《易經》
744de74d-cf07-4d12-ad41-5e3d39d70ec2,陰陽
c43d7278-e722-4a07-aa25-96bfbdde8735,陰陽
546f44b2-c7f1-4b6b-85d0-25239b80dff7,四庫全書
699540b1-9199-4dd8-a137-9c40ef73fa7c,《歸藏》一書
4ccbbe20-40dd-43ac-aeae-3c732f8351ce,司馬遷
80a0c6f3-6b1a-451f-957a-8ecb386866f1,周朝的歷史
e73b2de7-6412-440a-9afc-0ef149ead80b,《十翼》
809c253f-5e59-4ef2-9260-26403aacec91,春秋時期孔子
25398459-e950-49eb-9da7-fde3c337a869,漢武帝
fad1769f-6ba4-434a-a4cb-e1d30a1919c5,歐陽修
79552f4e-f043-4640-9210-f3f3e98055c7,醫術占卜之書
3d854c16-89a9-4d71-a935-79541ca0dd7f,宋代
62761a12-e8b2-4e52-b982-376660beffdb,義理派
6078dffb-ff28-4d4f-9b93-fb2c34c66bd5,義理派發掘周易
0fd7a4fb-df8c-40d5-b5bb-be2c04d7af5c,葉門民主人民
26d4933c-04e9-494a-9e67-2e404147a0e2,1962年
a4087e56-7ef8-497a-b162-a4c25d0b7d10,英國占領亞丁港
b3b34bd7-a7d7-4805-8cc2-0ba0bb0ab6a2,1970年
be4de1af-3b01-42d5-be4f-589d291e0daf,恐怖主義
a92f2bb9-058c-464b-8679-8025b922be72,薩利赫
9282b5eb-4263-431c-80dc-ff18be2acf90,聯合國
69e23f2c-7408-4833-a874-1498fdf98e99,反對
6dc20dca-b538-44ef-8641-617f1131bca6,哈迪
6b9ae6e2-16f4-46c2-aab5-04da994256ca,沙烏地阿拉伯
2914a32b-a441-4019-ba48-a6219fdd7458,北葉門
bc7653bd-c154-4c42-96e5-341c98e7c68a,哈杜爾舒艾蔔峰
ed9f48f7-73ce-4f4b-8360-32e2534ec407,東部
948e5193-e362-47f1-94d6-16925a0a4c82,缺水並不適宜農耕
81d0303d-47c6-4e8b-885a-f534549cf77f,過度放牧
54fb5e73-94f7-45e4-a453-cfcff61263fa,薩利赫
74997d59-ea74-4b70-8f87-b7b58f933862,政府軍
c55e62b9-500a-458c-aeee-7f6d48cbd6b1,北部民主派抗爭與南部激進伊斯蘭好戰團體
c961a842-546c-49e2-9c9b-7155721cbe05,2007年
c035840a-272a-42c3-af95-42bf2fce3580,沙烏地阿拉伯首都利雅德
d93fb643-4ca7-4902-b139-203134970eaf,沙烏地阿拉伯首都利雅德
b6f84987-3586-4e07-9922-069a78f7d811,哈迪
152c8111-8fa8-4a14-9209-e867b23a6d96,哈迪
b94baabb-bb50-4832-9fea-f8a960ccea07,十餘國遜尼派
9c751678-2142-463e-af9c-4cb1a7274912,石油收入
f74c6378-6a59-42bd-89b5-6718b0c0a2f6,茶葉
d945ff7f-0f36-4339-9a44-f77ecc88ee3a,阿拉伯
dbd88c8f-fdb2-441c-aa22-51a26af95cf2,亞丁市建
f34ed652-0673-4fe1-a79d-954c3eeaa8f6,韓非子
b597b6b8-27e8-43b2-aae9-30aac0ae6696,重商主義政策
9403fc2f-059c-48fc-b843-26c84646c1a9,兵不血刃
dded30dc-de9e-47e0-9c62-e9b96462b275,管仲
ed3ff016-4b9d-4fba-a1f6-a605be11de53,缺一不可
b2a96f3a-3912-41a8-8118-e046376fd39d,儒家荀子
6da82128-ff03-489c-9698-844ac046aa52,《韓非子》
9b5d7547-121e-41c0-8254-b18e6000b643,李斯害死
83d4abb2-70c9-44a8-9ac0-d0d7c024dc53,漢武帝劉徹
3d83dc8c-6153-4976-9850-aa4c0163469f,儒家
a294a8b1-bbac-483a-9e7e-1e0145d563ee,法儒
64345fdd-242a-4c1e-995b-87df2bf54c07,荀子
7277aee2-c2a9-482a-8eee-2bad3b5d0377,君主專制中央集權
0766328f-7846-48ad-9b50-317d93995afe,大一統
c9865a37-83a4-4882-9bf4-4e7aac75e207,君主專制主義
ed77c253-6b2e-4061-bb9c-3b859ad698a0,47萬平方公里
b533757b-fcb3-4e5a-b9e2-a68065d31930,沼澤地
bafa4ac2-9ecb-435b-ace1-e4a3b64e8ae0,麻六甲海峽
581b8f32-e6e7-46ac-8af0-66136dec89ff,石油
c8db317b-8c89-4f0e-a29b-169acda28442,印度板塊
522112e9-8c65-4b76-9ada-5462ce48fc8e,蘇門答臘西部
80a3136d-0aff-4fd9-9cd7-834c66ed2609,八萬人死亡
e23b5240-6c9c-45e9-8772-294b70bc51c8,梵文意思的「金島
09772cc9-0b41-4638-a526-0d4521831cef,印度教
45c1fdca-c1da-4ce6-b236-2257db244e42,雅利安人
3fdf84ea-d4d3-49ad-a975-cf818cad0692,交往
c8ebb861-212c-42b2-96f1-129b33c6d0e8,印度王朝
6e702e5f-5223-4b0c-92c6-055746bde062,摩揭陀國
8c7ae130-dcef-454a-b7ed-0eeee0d98c4f,政治史
74220959-63af-4a54-8633-04dedd45ee26,北印度
784d29b4-641d-42f3-a8a3-ce096a5672c2,印度
3691a57d-fb34-478d-b41a-07a15d7596a3,波斯帝國
fb3bac8a-0d33-46f2-9ef6-ef83c8329c38,月護王
a86710b7-0ad4-4a67-b756-9b117d88718f,亞歷山大
15f39fa2-1a58-412a-b30c-91cf58b18215,阿育王時期
72c2b573-7f27-4399-a09f-f3fc3e22f66a,塞人
013b905a-c714-4deb-92f2-b4811928114d,北印度
86f78c5a-271c-4854-9827-a275e558ab13,孔雀王朝
6f8bd9b0-159a-413a-a0c7-bdc3327c6d79,笈多王朝
3d342d5d-7c17-4e0d-ac41-7b388cc5d333,中亞的突厥人
6dfbb9af-ddb4-4c85-875a-b6faa281d6d2,1192年
94c229df-e8d0-476b-97a6-fcba96a71b83,蘇丹
de6f825f-26b0-4879-ae3f-fd460d03ab84,印度
99999f43-a8d5-45b7-9e6f-bfdfe1218b4a,中亞
75810ee0-4cc5-4346-92fb-4e0bd6e901de,帖木兒
8e7541d3-23c9-46ab-9871-19a1e0db6644,旁遮普
67f6eda5-4221-4e8f-bc01-0f07e27401df,德里風格
cf405082-2f50-4c6e-9bd2-d96b4514fe20,烏爾都語
d48658e7-d908-4c14-9416-f8479ebc3f28,帖木兒
6ce461ce-e6fe-450c-86c7-0d9e14a1eab6,巴卑爾
d5b5dadc-12c6-41b5-a76b-a96f648e0ed3,巴卑爾
a81d7d27-8751-4757-81da-4aacc041b5c6,舍爾沙
d782f60d-afe8-4d84-891d-5a8ee743406c,奧朗則布
f985b846-59a2-4ba2-a4fb-45886230c2d4,法國
59debfca-9ea5-4053-ae89-4ae68b662f1e,蒙兀兒帝國
44277462-31a2-4981-8789-53566f2105ef,艾哈邁德沙阿
989e57ee-6359-4c05-8518-7df62b6f45dc,普拉西戰役
b7f1ddd4-ff58-44a9-8d0a-30a94861bc86,布克薩爾戰役
c1900bb5-0086-4401-b49f-c4964603b403,沙阿二世
c316ca5a-c0fb-4ba4-92d2-80e6226d3ad3,《改善印度管理法
f60257ce-644c-4bda-8258-29fe46b3695a,英國人
b5023b83-1b90-405a-a12d-449136ac1afd,政治
2cd539fe-f49e-4afe-bce0-bf450fbf798c,穆斯林聯盟
12c7425a-37a5-4f2a-927f-f02b4f51e8c1,英國
5efc0721-763f-41bc-b01c-662a6fa40ad8,克什米爾爭端
ac285320-8607-4fb7-a091-ac00ad598beb,尼赫魯
1669d48d-d2c2-492b-813f-b6f44792cc37,21世紀初
6ffe7ab6-462b-44bd-9dbd-c27b3c5b4c61,英國人
cad34aaf-7db9-4699-8b43-20b41a011493,北方平原
2baf1859-2ff1-40df-8345-9f6f293f9a4f,阿拉瓦利嶺
6c2471b8-7820-467c-88cc-ff1ec590cc13,德里
ea103165-8cf4-4608-af07-15ff81e9d2c2,山脈
265f6b86-3f43-453e-bf2e-7ce2c0bba420,印度歷史
ad05f34a-fcf9-4c0b-9d2c-e16f9b95d228,穆斯林
4d9515df-5316-4e25-b7b2-f1126f26e2c6,印度人
157efbba-9bd1-45a5-88bc-7a1b5e9468cd,雅利安人
989a1411-105c-46f0-b307-8ed7a64bccbc,印度河流域文明
f66aec00-a365-4577-961a-42e07eb767ff,泰米爾
a4aa72ba-4d6f-405c-963f-9255b6cc872b,第二冰期開始
b53a2901-8a61-4fd8-a433-4a5fff472381,馬德拉斯文化
4204b317-539f-4b33-8739-98efc220449d,拉瓦爾品第
a0b3f42a-6a9c-47bf-8789-82de59cc05af,砍砸器
280e4eef-9fdc-452b-b605-472f56c0c6ed,羅赫里山
ee42b811-9bae-4706-8870-c106e0c6e54f,利用經初步打制的石核
c6dc15f3-a20c-4bf8-aaf5-94635b53e0a1,採集為主
fdcae888-1a27-499e-a0f0-d3c3e0cdc50f,舊石器時代居民
4936e899-5bbe-457b-adb7-e2b3e5da7e28,斯里蘭卡
a54acf86-b023-4b5c-8acc-e725cfaa2161,朗格拉傑
5df677be-db39-4d44-8892-44362ff77045,採集
06e6a313-d08f-4287-8bdf-d61769968120,金石並用時代
1c46bf42-3268-464f-98b7-a1d338246539,骨器
f83e0ef7-94f8-472f-8bd0-71c46aa3d414,紅銅
ca71be18-64de-4a23-9ad8-b45c6f4da75a,哈拉帕
8306b5be-1e97-4c04-8d80-9f7b3c2c32c2,玉石
8bfcc24c-ec6a-459c-978f-f29740b9d7ed,西北方
f94ad47f-b58a-41c8-8398-c36a7c74ba3e,吠陀時代晚期
df9c6a36-dbbb-4880-9b66-69be17107aa9,婆羅門教
8653f4f2-138f-41c9-8e42-80a6f15df399,佛教產生於這一時期
eaccf25f-9c44-4b19-ab24-d6e0fcb1970d,耆那教
4e9ed413-d5c2-4a5e-b2a7-54956a361ceb,10電子伏特
ddefb972-0a63-4ce1-97a5-5c26e38cae5a,10電子伏特
6a7149a0-9f43-4f94-b9a1-51848df6df0f,足夠高能量
ecd4f41f-9ded-4e9d-995d-f9c26c17b1a7,電子被游離輻射從電子殼層中擊出
a1262134-47f8-4988-8172-5705fdd1279a,「中子激發」
99e1e381-db02-4b2c-9c3c-2f524bc2772d,氫核之物質掩蔽
aaa3e4e8-096e-4c75-8232-5ed6c36b5f5d,較大
5df01ae9-39fe-4125-ba3e-6cc7421b21b7,二十世紀四十年代
2a0e0052-3319-43d9-bbd9-c029614a9c73,凝聚體物理學這一新學科
a71f5e35-23d4-4961-8eb9-20f0f2015036,貝爾實驗室
3978ee37-c4ed-4b05-9933-6acce4c441c5,真空裏
47d9455c-0ab5-468a-8c68-cf4d7f05771d,同樣的機制
6f55f945-ecae-44ff-9028-f54a4c9317ce,德汝德模型
3fb8b2ae-5ec8-448d-a93e-3ece2cf096db,德汝德模型
102ce4b9-af9d-4881-97ec-d798239d8795,氫氣
910856e8-be7a-43a3-9af5-8d544f6cfd9d,金屬性
06aec1fc-c143-422f-9498-480542eb6e07,氯氣
533bf4f5-c4a5-4caa-9d17-e65358cf6be3,愛爾蘭
4fc40282-7668-452d-8926-d20b5abdecfb,金屬
13e93774-1140-4751-9162-823d3ea90b4e,包立
96919de1-e701-41a0-bfab-51a5a347d293,布洛赫
9226c4be-c3a8-4d30-8d89-1e7b3a73603f,約翰•巴丁
d947ed9c-9779-4457-b55c-8a3c23c852c2,電動力學
a317bb1d-9b81-40cb-8aa9-d24f68ee0680,1906年
1d040864-fd8c-4e8f-84fc-9242672d6204,1925年
20e5d8bb-939c-443e-997e-bd2a181b8ff5,磁材料
8a21ded7-c2b2-4850-b730-081378209114,鐵磁性物質
9d2c6bd6-f05b-480b-9011-c40c0c134359,固體內集體
21bf4322-92d4-4d19-8032-b5258908c5e5,固體
468d6395-e22a-4bf2-b7c9-2394a38cda8a,「朗道准粒子」
19927ea5-f3e4-47d5-858f-8bc2e61b13f6,朗道還
67fcd9a3-1509-4094-a459-ff02956e40c1,六硼化釤
aea5876c-c019-4dff-abfb-1bdab3f9ce17,強電子相關性
58ed0d47-7e8f-4761-bd16-9b327b0ef848,複合體
cfc67a42-7344-44d9-8d18-50f26b6a7032,湧現
8f3759f4-af3e-4636-af05-2c96cf60c4f1,研究型
527604ff-25dc-470a-8007-7d718f3d86f7,梅隆工業研究學院
ccda83f5-543f-4608-9569-b7dc19504d16,1912年
aca1479a-0372-4ea0-9b64-9058f1eea6b1,梅隆工業研究學院
47a7e7d5-3319-4092-b8d2-ea3f738bdd5e,1965年
57724efc-1998-4b8d-bf80-8d086f621738,韋恩樓
b2c07f96-66e2-485e-94d3-dce3ce3371d9,功能主義
79b47654-1435-468d-b7b5-bf8c133932dd,1970年代
0790e6d5-84d7-428c-ab90-bbf04572a25a,機器人學
962256de-82aa-499e-a272-070e2c940a48,安德魯計劃
1e23c397-0f22-4841-84cc-fa7a8a3cf287,匹茲堡
34451d84-2288-4e7a-aaf6-de2c4db02a06,洛杉磯
8e040eed-9e6f-44b8-bb4c-45273a8e93f8,紐約
101e149c-6c40-4293-ae8c-f92de5f14f33,黃河泛濫
d117ea62-8932-476b-98c5-1435031b3083,冀魯豫邊區根據地
823be995-855e-4567-a839-eace5f6ce891,1956年
729ce5a2-178b-4f7c-acad-1eaa10132d17,行政院
ea951413-0520-4c4e-b584-d07475887069,發生
d450611c-7a1f-4d8a-9354-1303ac615fe7,事權不一造成許多
4192361d-bbdd-4014-b28b-2eb3cd0d27b9,拉丁裔青年
396a966a-5977-4126-b7da-40c1971294a6,察覺」
4e0172a9-f2b1-4d39-b128-e76ce91b9b22,最初
dcb30bbe-bfd2-45fa-a821-624d2174017a,崔西168
33591b1b-e73e-422c-bf5d-00f092082ef6,布魯克林
a7e4cb1f-527c-4d6a-9a97-4c325111fe0e,《風格戰爭
d6dbc827-1df2-4faa-ab00-a7bca516196a,縣政府
f7d609e4-8855-4fb0-b8fa-ced4699af52c,蕭縣字畫
09299602-7846-47db-b043-1ce918d7c55e,江蘇省
6e0b66bc-2d83-49eb-8b90-f658b989b96e,龍崗山
b624f262-2f13-469b-9c5b-8c69bdaefe58,維護法律
411d2003-74ed-47b5-bbb7-18ff30cb2412,普通法
13c2cf13-ed2b-4225-809c-62aabc122f32,歐陸法系
76a178f9-1f57-4275-b8b6-82efce7a4291,現實主義
9baff68e-7383-45e3-9721-eed0ff8d351a,漢斯•摩根索
beb716fb-9374-4f5c-99d4-39672b09b9b2,修昔底德
a073cb23-c8dd-4e4e-ae1b-b7c482fbd789,現實主義
130795c1-36ad-4c41-9e92-d4fde6ee97f4,齊默恩
05fdf4db-47ba-4af3-b817-d5a680ff6710,政治
c808ad1a-daa2-47df-9523-8db33967b0ec,齊默恩
bcc6fab4-cf83-4d80-b983-6452b6402f48,相反
9370f002-935d-4010-ad83-19fc5cf4b0c1,跨國企業
e4b6b14c-2286-4dd2-9679-57183403c320,跨國企業
7fae4055-dbe5-4972-81b0-9ff65a37bee2,渡槽
d06adf1d-f3e9-4333-929b-bce942a4a7f8,水資源
110f8dc7-9486-437a-90cb-ca39d7b45f15,現代環境工程
678d823b-c16a-4ccb-8d6c-99eb015bf9e3,污水處理
545ec89b-6bd8-4d5e-8cc4-704230123e20,大範圍
13322905-1391-468a-8cd0-f02ada8784e9,DDT
bd373bbf-3040-4ab2-9297-aa356e5728ff,《寂靜春天
205fbca6-80ab-474a-b050-c4965a3bc462,溫帶大陸性季風氣候
72f54de8-4aeb-4645-86ea-dee03ada3c27,煤化工
b7fda5b5-e851-4a46-aa9f-e96d2f97187d,「石材之鄉
30a315d7-fbdd-4c25-b66b-77641c0317c7,上海申花
f47d3c99-610c-4536-843e-1d03cba10b4b,上海申花
9e8916fa-2aec-478a-8a5e-33013b74c808,申花
f9e18d01-e46d-4942-bead-38ecb373f2d6,上海聯城
1b05d070-8839-495d-94f3-f546c6fe67ae,2014年
469de261-7ece-4e62-93c8-6f69d2de0434,申花字樣
fa38b6f3-99f0-4241-b1ef-847861ab1dda,國際司法
b1de03ba-6867-4430-a4d3-b035adf4a8d3,1946年
41dd3159-874e-47da-af27-64b2b1b07c52,11名遠東國際軍事法庭
c2edae5a-f1bd-4386-98c5-43b938a2d692,東京市谷
d0e8ba9a-217f-4c5c-b363-8823361647a0,轉動參照系
e9fed232-fa41-4aa0-9e09-c02f091c62a3,左偏轉
74c76faa-66cc-4766-a69a-427212b3d498,經度方向
3613aeb1-c607-4cb9-b322-3d78d3365a2a,偏轉
dd1fb794-cfee-49ef-af75-b8394d65d46a,67米
a38cd83a-2235-4e35-a689-f92ac6bb6794,北半球擺面
5143eff6-2a23-461b-b14a-d6800ad5c6aa,赤道一帶
4e8f9d33-0ec0-4b65-adb8-7a0da29cfe8f,地轉偏向力不足
5b03d89c-1636-49aa-a543-665b37d31e4a,嘉峪關
5af521c7-8bf2-4041-bd5e-2398a83499aa,中華人民共和國「一五
8a70c321-566c-4f81-a04a-b5ea5fc953e5,1965年
b3fdfbf6-80bb-47f7-a819-b6c2ab31b3b7,中西部
60d0db85-fdb5-4a3e-b2a1-951469cb5f64,綠洲
256b0a8b-b3ca-4a24-97de-db7f527ab8fa,馬鬃山
fd8d63a9-3053-440f-b4cf-7b35213095b5,地理位置的特殊性
aa8b34a4-ce4d-4730-8ad1-29815c9c8787,鏡鐵山礦鐵礦
86d82d4a-5629-450f-9540-2ca3b1046ace,冶金工業
